Time (s),Speed (m/s),Gear,Engine Load (% of Max Power),Total Acc (m/s^2),Engine RPM,Pitch (deg),Lateral Acc (m/s^2),Passenger Count,Load Ind,AC Level,Window Opening,Radio Volume,Rain Intensity,Visibility,Driver Wellbeing,Driver Rush
100.01,7.1899,2,15.307,1.0767,2056.7,-2.6982,-1.0461,0,3,0,5,6,0,9,5,0
100.02,7.202,2,15.302,1.0694,2060.3,-2.7062,-1.0335,0,3,0,5,6,0,9,5,0
100.03,7.2178,2,15.293,1.0619,2063.8,-2.7141,-1.0358,0,3,0,5,6,0,9,5,0
100.04,7.2328,2,15.282,1.0542,2067.4,-2.6602,-1.0307,0,3,0,5,6,0,9,5,0
100.05,7.2477,2,15.268,1.0464,2071.0,-2.6672,-1.0328,0,3,0,5,6,0,9,5,0
100.06,7.2657,2,15.25,1.0384,2074.6,-2.6742,-0.96997,0,3,0,5,6,0,9,5,0
100.07,7.2805,2,15.23,1.0301,2078.1,-2.6811,-0.97195,0,3,0,5,6,0,9,5,0
100.08,7.2905,2,15.207,1.0213,2081.7,-2.6879,-0.92225,0,3,0,5,6,0,9,5,0
100.09,7.3044,2,15.18,1.0117,2085.2,-2.6947,-0.924,0,3,0,5,6,0,9,5,0
100.11,7.3207,2,15.151,1.0011,2088.6,-2.7015,-0.86751,0,3,0,5,6,0,9,5,0
100.11,7.3335,2,15.119,0.98927,2092.0,-2.7081,-0.86902,0,3,0,5,6,0,9,5,0
100.12,7.3471,2,15.083,0.97594,2095.4,-2.7148,-0.84859,0,3,0,5,6,0,9,5,0
100.13,7.3654,2,15.045,0.96093,2098.7,-2.7213,-0.8507,0,3,0,5,6,0,9,5,0
100.14,7.3787,2,15.003,0.94416,2102.0,-2.7279,-0.77846,0,3,0,5,6,0,9,5,0
100.16,7.3909,2,14.959,0.92561,2105.2,-2.7343,-0.77974,0,3,0,5,6,0,9,5,0
100.17,7.4066,2,14.911,0.90535,2108.4,-2.7407,-0.69252,0,3,0,5,6,0,9,5,0
100.18,7.4201,2,14.861,0.88355,2111.5,-2.7471,-0.69378,0,3,0,5,6,0,9,5,0
100.18,7.4323,2,14.807,0.86045,2114.6,-2.7534,-0.68005,0,3,0,5,6,0,9,5,0
100.19,7.4441,2,14.75,0.83633,2117.7,-2.7596,-0.68113,0,3,0,5,6,0,9,5,0
100.2,7.4545,2,14.691,0.81153,2120.7,-2.7658,-0.69699,0,3,0,5,6,0,9,5,0
100.21,7.4673,2,14.628,0.78637,2123.6,-2.7719,-0.69819,0,3,0,5,6,0,9,5,0
100.22,7.476,2,14.563,0.76117,2126.6,-2.7779,-0.6392,0,3,0,5,6,0,9,5,0
100.23,7.4878,2,14.494,0.7362,2129.4,-2.7839,-0.64021,0,3,0,5,6,0,9,5,0
100.24,7.4983,2,14.422,0.71168,2132.3,-2.7899,-0.6486,0,3,0,5,6,0,9,5,0
100.25,7.5072,2,14.348,0.68778,2135.1,-2.7958,-0.64938,0,3,0,5,6,0,9,5,0
100.26,7.5139,2,14.27,0.6646,2137.8,-2.8772,-0.64995,0,3,0,5,6,0,9,5,0
100.27,7.524,2,14.189,0.64217,2140.5,-2.882,-0.65083,0,3,0,5,6,0,9,5,0
100.28,7.5341,2,14.105,0.62048,2143.2,-2.8868,-0.57636,0,3,0,5,6,0,9,5,0
100.29,7.5455,2,14.019,0.59947,2145.8,-2.8915,-0.57723,0,3,0,5,6,0,9,5,0
100.3,7.5509,2,13.929,0.57887,2148.4,-2.8961,-0.62295,0,3,0,5,6,0,9,5,0
100.31,7.5646,2,13.836,0.55879,2150.9,-2.9007,-0.62408,0,3,0,5,6,0,9,5,0
100.32,7.5765,2,13.74,0.53914,2153.4,-2.9053,-0.57202,0,3,0,5,6,0,9,5,0
100.33,7.5871,2,13.641,0.51984,2155.9,-2.9098,-0.57282,0,3,0,5,6,0,9,5,0
100.34,7.5991,2,13.539,0.50085,2158.3,-2.9142,-0.55094,0,3,0,5,6,0,9,5,0
100.35,7.6126,2,13.434,0.48213,2160.6,-2.9186,-0.55191,0,3,0,5,6,0,9,5,0
100.36,7.6225,2,13.327,0.46369,2163.0,-2.9229,-0.52214,0,3,0,5,6,0,9,5,0
100.37,7.6289,2,13.216,0.44555,2165.2,-2.9272,-0.52258,0,3,0,5,6,0,9,5,0
100.38,7.6434,2,13.105,0.42776,2167.5,-2.9314,-0.46242,0,3,0,5,6,0,9,5,0
100.39,7.6578,2,12.994,0.41039,2169.7,-2.9356,-0.4633,0,3,0,5,6,0,9,5,0
100.4,7.6648,2,12.883,0.39354,2171.8,-2.9397,-0.39474,0,3,0,5,6,0,9,5,0
100.41,7.6726,2,12.772,0.37729,2173.9,-2.9438,-0.39514,0,3,0,5,6,0,9,5,0
100.42,7.6809,2,12.661,0.36172,2176.0,-2.9478,-0.34948,0,3,0,5,6,0,9,5,0
100.43,7.6901,2,12.55,0.34642,2178.0,-2.9518,-0.3499,0,3,0,5,6,0,9,5,0
100.44,7.6987,2,12.439,0.3319,2179.9,-2.9557,-0.2887,0,3,0,5,6,0,9,5,0
100.45,7.711,2,12.328,0.31818,2181.9,-2.9596,-0.28916,0,3,0,5,6,0,9,5,0
100.47,7.7206,2,12.217,0.30521,2183.8,-2.9634,-0.22004,0,3,0,5,6,0,9,5,0
100.47,7.7226,2,12.106,0.29292,2185.6,-2.9672,-0.2201,0,3,0,5,6,0,9,5,0
100.48,7.7293,2,11.995,0.28119,2187.4,-2.9709,-0.20483,0,3,0,5,6,0,9,5,0
100.49,7.7399,2,11.884,0.26988,2189.2,-2.9746,-0.20511,0,3,0,5,6,0,9,5,0
100.5,7.75,2,11.773,0.2588,2190.9,-2.9782,-0.17438,0,3,0,5,6,0,9,5,0
100.51,7.7542,2,11.665,0.24775,2192.5,-2.9818,-0.17447,0,3,0,5,6,0,9,5,0
100.52,7.7627,2,11.559,0.23679,2194.2,-2.9853,-0.15913,0,3,0,5,6,0,9,5,0
100.53,7.7707,2,11.456,0.2255,2195.7,-2.9888,-0.1593,0,3,0,5,6,0,9,5,0
100.55,7.7778,2,11.355,0.21372,2197.3,-2.9922,-0.20611,0,3,0,5,6,0,9,5,0
100.55,7.7802,2,11.257,0.20136,2198.8,-2.9956,-0.20617,0,3,0,5,6,0,9,5,0
100.56,7.787,2,11.161,0.18836,2200.2,-2.9989,-0.20636,0,3,0,5,6,0,9,5,0
100.58,7.7899,2,11.068,0.17473,2201.6,-3.0022,-0.20643,0,3,0,5,6,0,9,5,0
100.58,7.7892,2,10.977,0.16051,2203.0,-3.0055,-0.20641,0,3,0,5,6,0,9,5,0
100.59,7.7924,2,10.889,0.14579,2204.4,-3.0087,-0.2065,0,3,0,5,6,0,9,5,0
100.61,7.8038,2,10.804,0.13071,2205.7,-3.0118,-0.16778,0,3,0,5,6,0,9,5,0
100.61,7.8105,2,10.721,0.11539,2207.1,-3.0149,-0.16793,0,3,0,5,6,0,9,5,0
100.62,7.8188,2,10.64,0.099949,2208.5,-3.018,-0.10555,0,3,0,5,6,0,9,5,0
100.63,7.8244,2,10.562,0.084515,2209.8,-3.021,-0.10563,0,3,0,5,6,0,9,5,0
100.64,7.8265,2,10.487,0.06917,2211.2,-3.0239,-0.11348,0,3,0,5,6,0,9,5,0
100.65,7.8304,2,10.414,0.053972,2212.6,-3.0268,-0.11354,0,3,0,5,6,0,9,5,0
100.66,7.8397,2,10.344,0.038908,2213.9,-3.0297,-0.066637,0,3,0,5,6,0,9,5,0
100.67,7.8469,2,10.276,0.024025,2215.3,-3.0325,-0.066698,0,3,0,5,6,0,9,5,0
100.68,7.8546,2,10.21,0.009316,2216.7,-3.1768,0.0432,0,3,0,5,6,0,9,5,0
100.69,7.8594,2,10.148,-0.0052262,2218.0,-3.1813,0.043226,0,3,0,5,6,0,9,5,0
100.7,7.864,2,10.088,-0.019597,2219.4,-3.1858,0.0983,0,3,0,5,6,0,9,5,0
100.71,7.8659,2,10.03,-0.033774,2220.8,-3.1903,0.098324,0,3,0,5,6,0,9,5,0
100.72,7.868,2,9.9747,-0.047707,2222.1,-3.1947,0.12195,0,3,0,5,6,0,9,5,0
100.73,7.8771,2,9.9222,-0.061323,2223.5,-3.1991,0.1221,0,3,0,5,6,0,9,5,0
100.74,7.8876,2,9.8721,-0.074533,2224.9,-3.2034,0.19325,0,3,0,5,6,0,9,5,0
100.75,7.896,2,9.8246,-0.087234,2226.4,-3.2077,0.19345,0,3,0,5,6,0,9,5,0
100.76,7.8961,2,9.7796,-0.099329,2227.9,-3.212,0.22504,0,3,0,5,6,0,9,5,0
100.77,7.8948,2,9.7372,-0.11073,2229.4,-3.2162,0.225,0,3,0,5,6,0,9,5,0
100.78,7.9011,2,9.6973,-0.12139,2231.0,-3.2205,0.24888,0,3,0,5,6,0,9,5,0
100.79,7.9103,2,9.6599,-0.13124,2232.6,-3.2246,0.24918,0,3,0,5,6,0,9,5,0
100.8,7.9149,2,9.6251,-0.14028,2234.2,-3.2288,0.27306,0,3,0,5,6,0,9,5,0
100.81,7.9157,2,9.5928,-0.1485,2235.8,-3.2329,0.27309,0,3,0,5,6,0,9,5,0
100.82,7.9186,2,9.5631,-0.15586,2237.5,-3.237,0.25735,0,3,0,5,6,0,9,5,0
100.83,7.9263,2,9.5359,-0.16233,2239.2,-3.241,0.2576,0,3,0,5,6,0,9,5,0
100.84,7.9302,2,9.5112,-0.16782,2241.0,-3.245,0.23394,0,3,0,5,6,0,9,5,0
100.85,7.9343,2,9.4891,-0.17217,2242.8,-3.249,0.23406,0,3,0,5,6,0,9,5,0
100.86,7.9374,2,9.4695,-0.17518,2244.6,-3.2529,0.23415,0,3,0,5,6,0,9,5,0
100.87,7.9389,2,9.4524,-0.17658,2246.4,-3.2568,0.2342,0,3,0,5,6,0,9,5,0
100.88,7.9402,2,9.4379,-0.17606,2248.3,-3.2607,0.21835,0,3,0,5,6,0,9,5,0
100.89,7.9442,2,9.4259,-0.17331,2250.2,-3.2645,0.21846,0,3,0,5,6,0,9,5,0
100.9,7.9491,2,9.4165,-0.16803,2252.1,-3.2683,0.27424,0,3,0,5,6,0,9,5,0
100.91,7.9547,2,9.4096,-0.15998,2254.1,-3.2841,0.27444,0,3,0,5,6,0,9,5,0
100.92,7.9574,2,9.4052,-0.14904,2256.1,-3.2877,0.38593,0,3,0,5,6,0,9,5,0
100.93,7.9584,2,9.4034,-0.13523,2258.1,-3.2913,0.38598,0,3,0,5,6,0,9,5,0
100.94,7.9618,2,9.4041,-0.11826,2260.2,-3.2948,0.42596,0,3,0,5,6,0,9,5,0
100.95,7.9659,2,9.4073,-0.098935,2262.3,-3.2983,0.42617,0,3,0,5,6,0,9,5,0
100.96,7.9652,2,9.4131,-0.077773,2264.4,-3.3018,0.49783,0,3,0,5,6,0,9,5,0
100.97,7.9675,2,9.4214,-0.055417,2266.6,-3.3052,0.49797,0,3,0,5,6,0,9,5,0
100.98,7.9773,2,9.4322,-0.032597,2268.8,-3.3086,0.58633,0,3,0,5,6,0,9,5,0
100.99,7.9778,2,9.4456,-0.010079,2271.0,-3.3119,0.58637,0,3,0,5,6,0,9,5,0
101.01,7.9701,2,9.4615,0.0114,2273.3,-3.3153,0.62565,0,3,0,5,6,0,9,5,0
101.01,7.9671,2,9.48,0.031185,2275.6,-3.3186,0.62542,0,3,0,5,6,0,9,5,0
101.02,7.9711,2,9.4985,0.048758,2277.9,-3.3219,0.67356,0,3,0,5,6,0,9,5,0
101.03,7.9742,2,9.5169,0.063773,2280.2,-3.3252,0.67382,0,3,0,5,6,0,9,5,0
101.04,7.9751,2,9.5354,0.076071,2282.6,-3.3284,0.8015,0,3,0,5,6,0,9,5,0
101.05,7.9761,2,9.5538,0.085682,2285.0,-3.3316,0.80159,0,3,0,5,6,0,9,5,0
101.06,7.9858,2,9.5723,0.092797,2287.5,-3.3348,0.80257,0,3,0,5,6,0,9,5,0
101.07,7.993,2,9.5908,0.097738,2290.0,-3.3379,0.8033,0,3,0,5,6,0,9,5,0
101.08,7.9896,2,9.6092,0.1016,2292.5,-3.3409,0.88285,0,3,0,5,6,0,9,5,0
101.09,7.9847,2,9.6277,0.10412,2295.0,-3.344,0.88231,0,3,0,5,6,0,9,5,0
101.1,7.9906,2,9.6462,0.10569,2297.6,-3.347,0.98683,0,3,0,5,6,0,9,5,0
101.11,8.0092,2,9.6646,0.10664,2300.2,-3.35,0.98913,0,3,0,5,6,0,9,5,0
101.12,8.0169,2,9.6831,0.10721,2302.8,-3.3529,1.0061,0,3,0,5,6,0,9,5,0
101.13,8.0164,2,9.7015,0.10751,2305.5,-3.3558,1.0061,0,3,0,5,6,0,9,5,0
101.14,8.016,2,9.72,0.10756,2308.2,-3.3587,1.1343,0,3,0,5,6,0,9,5,0
101.15,8.0225,2,9.7385,0.10731,2310.9,-3.3616,1.1352,0,3,0,5,6,0,9,5,0
101.16,8.03,2,9.7625,0.10662,2313.7,-3.3645,1.1603,0,3,0,5,6,0,9,5,0
101.17,8.038,2,9.792,0.10542,2316.5,-3.3673,1.1615,0,3,0,5,6,0,9,5,0
101.18,8.0556,2,9.8271,0.10356,2319.3,-3.37,1.2204,0,3,0,5,6,0,9,5,0
101.19,8.0733,2,9.8678,0.10101,2322.2,-3.3728,1.2231,0,3,0,5,6,0,9,5,0
101.2,8.0897,2,9.914,0.097802,2325.1,-3.3755,1.3874,0,3,0,5,6,0,9,5,0
101.21,8.1098,2,9.9658,0.094089,2328.0,-3.3781,1.3908,0,3,0,5,6,0,9,5,0
101.22,8.1271,2,10.023,0.090101,2331.0,-3.3808,1.5563,0,3,0,5,6,0,9,5,0
101.23,8.1435,2,10.086,0.086143,2333.9,-3.3834,1.5595,0,3,0,5,6,0,9,5,0
101.24,8.1664,2,10.154,0.082558,2336.9,-3.386,1.5965,0,3,0,5,6,0,9,5,0
101.25,8.1836,2,10.228,0.079695,2339.9,-3.3885,1.649,0,3,0,5,6,0,9,5,0
101.26,8.1987,2,10.308,0.077863,2342.9,-3.3911,1.7504,0,3,0,5,6,0,9,5,0
101.27,8.213,2,10.393,0.077302,2345.9,-3.3935,1.7535,0,3,0,5,6,0,9,5,0
101.28,8.2307,2,10.484,0.078145,2348.9,-3.396,1.7573,0,3,0,5,6,0,9,5,0
101.29,8.2399,2,10.58,0.080409,2351.9,-3.3985,1.7592,0,3,0,5,6,0,9,5,0
101.3,8.2458,2,10.681,0.083991,2354.9,-3.4009,1.7605,0,3,0,5,6,0,9,5,0
101.31,8.2554,2,10.789,0.088808,2357.9,-3.4033,1.7625,0,3,0,5,6,0,9,5,0
101.33,8.2631,2,10.902,0.094432,2360.8,-3.4056,1.7311,0,3,0,5,6,0,9,5,0
101.33,8.2597,2,11.02,0.10052,2363.8,-3.2003,1.7304,0,3,0,5,6,0,9,5,0
101.34,8.254,2,11.144,0.10672,2366.8,-3.2,1.6384,0,3,0,5,6,0,9,5,0
101.35,8.268,2,11.273,0.11272,2369.8,-3.1996,1.6412,0,3,0,5,6,0,9,5,0
101.36,8.2727,2,11.408,0.1183,2372.8,-3.1992,1.5511,0,3,0,5,6,0,9,5,0
101.37,8.2724,2,11.549,0.12337,2375.8,-3.1988,1.5511,0,3,0,5,6,0,9,5,0
101.38,8.2733,2,11.695,0.12796,2378.7,-3.1982,1.4437,0,3,0,5,6,0,9,5,0
101.39,8.2868,2,11.847,0.13229,2381.7,-3.1977,1.446,0,3,0,5,6,0,9,5,0
101.41,8.2942,2,12.004,0.13674,2384.6,-3.1971,1.3312,0,3,0,5,6,0,9,5,0
101.42,8.297,2,12.167,0.14184,2387.5,-3.1965,1.3317,0,3,0,5,6,0,9,5,0
101.43,8.302,2,12.335,0.14824,2390.3,-3.1958,1.2578,0,3,0,5,6,0,9,5,0
101.44,8.3051,2,12.509,0.15667,2393.2,-3.1951,1.2582,0,3,0,5,6,0,9,5,0
101.44,8.3117,2,12.688,0.16791,2396.1,-3.1943,1.1844,0,3,0,5,6,0,9,5,0
101.45,8.305,2,12.873,0.18268,2398.9,-3.1935,1.1835,0,3,0,5,6,0,9,5,0
101.46,8.3063,2,13.064,0.20161,2401.7,-3.1927,1.0507,0,3,0,5,6,0,9,5,0
101.47,8.3067,2,13.26,0.22518,2404.5,-3.1918,1.0508,0,3,0,5,6,0,9,5,0
101.48,8.3036,2,13.462,0.25362,2407.3,-3.1909,0.96737,0,3,0,5,6,0,9,5,0
101.49,8.2961,2,13.669,0.28693,2410.0,-3.19,0.96649,0,3,0,5,6,0,9,5,0
101.5,8.295,2,13.881,0.32479,2412.8,-3.189,0.94978,0,3,0,5,6,0,9,5,0
101.51,8.2958,2,14.1,0.3666,2415.5,-3.188,0.94987,0,3,0,5,6,0,9,5,0
101.52,8.2949,2,14.324,0.41144,2418.2,-3.1869,0.90829,0,3,0,5,6,0,9,5,0
101.53,8.2964,2,14.553,0.45818,2420.9,-3.1858,0.90845,0,3,0,5,6,0,9,5,0
101.54,8.298,2,14.788,0.50547,2423.5,-3.1847,0.86714,0,3,0,5,6,0,9,5,0
101.55,8.3005,2,15.028,0.55189,2426.2,-3.1836,0.8674,0,3,0,5,6,0,9,5,0
101.56,8.3086,2,15.274,0.59602,2428.8,-3.1433,0.83502,0,3,0,5,6,0,9,5,0
101.57,8.3157,2,15.526,0.63655,2431.4,-3.1426,0.83573,0,3,0,5,6,0,9,5,0
101.58,8.3231,2,15.783,0.67237,2434.0,-3.1418,0.81983,0,3,0,5,6,0,9,5,0
101.59,8.3335,2,16.046,0.70203,2436.6,-3.141,0.82085,0,3,0,5,6,0,9,5,0
101.6,8.3445,2,16.314,0.72579,2439.2,-3.1402,0.75518,0,3,0,5,6,0,9,5,0
101.61,8.3518,2,16.588,0.7437,2441.7,-3.1393,0.75584,0,3,0,5,6,0,9,5,0
101.62,8.355,2,16.867,0.7562,2444.2,-3.1384,0.71435,0,3,0,5,6,0,9,5,0
101.63,8.358,2,17.152,0.76418,2446.7,-3.1375,0.71461,0,3,0,5,6,0,9,5,0
101.64,8.3655,2,17.442,0.76885,2449.2,-3.1365,0.66506,0,3,0,5,6,0,9,5,0
101.65,8.375,2,17.738,0.77166,2451.7,-3.1355,0.66581,0,3,0,5,6,0,9,5,0
101.66,8.383,2,18.04,0.77423,2454.1,-3.1344,0.59939,0,3,0,5,6,0,9,5,0
101.67,8.3929,2,18.342,0.77817,2456.6,-3.1333,0.60009,0,3,0,5,6,0,9,5,0
101.68,8.4039,2,18.643,0.78498,2459.0,-3.1322,0.51684,0,3,0,5,6,0,9,5,0
101.69,8.4189,2,18.945,0.79594,2461.4,-3.131,0.51776,0,3,0,5,6,0,9,5,0
101.7,8.4479,2,19.246,0.812,2463.8,-3.1298,0.42662,0,3,0,5,6,0,9,5,0
101.71,8.479,2,19.548,0.83375,2466.1,-3.1286,0.42819,0,3,0,5,6,0,9,5,0
101.72,8.5031,2,19.849,0.86137,2468.5,-3.1274,0.33587,0,3,0,5,6,0,9,5,0
101.73,8.5288,2,20.151,0.89413,2470.8,-3.1263,0.33689,0,3,0,5,6,0,9,5,0
101.74,8.5635,2,20.452,0.93195,2473.1,-3.125,0.26119,0,3,0,5,6,0,9,5,0
101.75,8.6062,2,20.754,0.97398,2475.4,-3.1237,0.26249,0,3,0,5,6,0,9,5,0
101.76,8.6438,2,21.055,1.0191,2477.7,-3.1224,0.15127,0,3,0,5,6,0,9,5,0
101.77,8.6761,2,21.357,1.0663,2479.9,-3.121,0.15183,0,3,0,5,6,0,9,5,0
101.78,8.7187,2,21.658,1.1141,2482.2,-3.1197,0.06539,0,3,0,5,6,0,9,5,0
101.79,8.7622,2,21.96,1.1616,2484.4,-3.1183,0.065716,0,3,0,5,6,0,9,5,0
101.8,8.7953,2,22.262,1.2076,2486.6,-3.1168,-0.0043977,0,3,0,5,6,0,9,5,0
101.81,8.8258,2,22.557,1.2513,2488.8,-3.1154,-0.0044129,0,3,0,5,6,0,9,5,0
101.83,8.8575,2,22.847,1.2918,2490.9,-3.1139,-0.10186,0,3,0,5,6,0,9,5,0
101.83,8.8889,2,23.131,1.3286,2493.1,-3.1125,-0.10222,0,3,0,5,6,0,9,5,0
101.85,8.9083,2,23.409,1.3614,2495.2,-3.111,-0.11135,0,3,0,5,6,0,9,5,0
101.86,8.9223,2,23.681,1.3898,2497.3,-3.1095,-0.11153,0,3,0,5,6,0,9,5,0
101.86,8.9297,2,23.947,1.4136,2499.4,-3.1079,-0.15627,0,3,0,5,6,0,9,5,0
101.88,8.9386,2,24.207,1.4325,2501.5,-3.1064,-0.15643,0,3,0,5,6,0,9,5,0
101.88,8.9481,2,24.461,1.4462,2503.6,-3.1048,-0.25502,0,3,0,5,6,0,9,5,0
101.89,8.9528,2,24.709,1.4546,2505.7,-3.1032,-0.25515,0,3,0,5,6,0,9,5,0
101.9,8.9491,2,24.952,1.4572,2507.7,-3.1016,-0.30875,0,3,0,5,6,0,9,5,0
101.91,8.9539,2,25.188,1.4538,2509.8,-3.1,-0.30891,0,3,0,5,6,0,9,5,0
101.92,8.96,2,25.419,1.4441,2511.9,-3.0983,-0.35392,0,3,0,5,6,0,9,5,0
101.93,8.9676,2,25.643,1.428,2514.0,-3.0967,-0.35422,0,3,0,5,6,0,9,5,0
101.94,8.9728,2,25.862,1.4054,2516.0,-3.095,-0.43518,0,3,0,5,6,0,9,5,0
101.95,8.9803,2,26.075,1.3763,2518.1,-3.0933,-0.43554,0,3,0,5,6,0,9,5,0
101.96,8.9969,2,26.282,1.3409,2520.2,-3.0916,-0.47234,0,3,0,5,6,0,9,5,0
101.97,9.0137,2,26.483,1.2999,2522.3,-3.0899,-0.47322,0,3,0,5,6,0,9,5,0
101.98,9.0329,2,26.678,1.2539,2524.3,-3.2377,-0.53746,0,3,0,5,6,0,9,5,0
101.99,9.0507,2,26.867,1.204,2526.4,-3.2379,-0.53852,0,3,0,5,6,0,9,5,0
102.0,9.0702,2,27.051,1.1513,2528.5,-3.2381,-0.5941,0,3,0,5,6,0,9,5,0
102.01,9.095,2,27.228,1.0972,2530.6,-3.2382,-0.59572,0,3,0,5,6,0,9,5,0
102.02,9.1215,2,27.4,1.0433,2532.7,-3.2384,-0.63394,0,3,0,5,6,0,9,5,0
102.03,9.1464,2,27.565,0.99099,2535.0,-3.2386,-0.63567,0,3,0,5,6,0,9,5,0
102.04,9.1648,2,27.725,0.94183,2537.4,-3.2387,-0.69194,0,3,0,5,6,0,9,5,0
102.05,9.201,2,27.878,0.89718,2539.8,-3.2389,-0.69468,0,3,0,5,6,0,9,5,0
102.06,9.2234,2,28.026,0.85824,2542.4,-3.2391,-0.76093,0,3,0,5,6,0,9,5,0
